balanced_review_rank,pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,review_priority,review_status,review_label,reviewer_id,review_notes,soft_same_alias_continuity_bool,usable_for_supervision,usable_for_core_transfer,split_name,split_component_id,split_component_size,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_relation,same_market_raw,candidate_rule_hits,candidate_rank_score,lexical_similarity,structural_support_score,shared_contact_count,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,left_preview,right_preview
2092,market_item.xlsx|silk road 3.1|seller_raw:chani||market_item.xlsx|silk road 3.1|seller_raw:remijouly,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:chani,market_item.xlsx|silk road 3.1|seller_raw:remijouly,silk road 3.1,silk road 3.1,chani,remijouly,different_alias,true,profile_lexical_neighbor|shared_description_clone|structural_support,8.96509,0.371481,0.868102,0,,0,,3,*Blue Dream:: Grade :A *Purple Haze: Grade: A *Pineapple Express:Grade: B * Blue Ivy OG Kush:Grade: A+++ *Blackberry Frost::::Grade: A-/B+ *Green Crack: Grade: AA *sour Diesel :... || Patients and private buyers. These meds are organically grown indoors. Very good meds at reasonable donations strains OG Kush Bubba kush Sour Diesel Blueberry Purple Haze Purple... || Blue Ivy OG Kush and white Blackberry Frost for sale We are top manufacturer and suppliers of high grade Medicals We have purple kush,5,Cocaine || Hash || Ketamine || Meth || Pills,0,,"T: Quality Pain Pills,sleeping Pills,Sex Pills,Anxiety Pills,Butts || Quality Pain Pills,sleeping Pills,Sex Pills,Anxiety Pills,Butts | D: Email: lecreffaurelie@gmail.com Text at (915) 213-4782 Acetaminophen Adderall Alprazolam Amitriptyline Amlodipine Amoxicillin Ativan Atorvastatin Azithromyci... | C: Pills || Ketamine","T: KETAMINE,ECSTASY,MDMA,MDPV,APVP-FLAKKA,CRYSTAL METHS,COCAINE,HER || KETAMINE,ECSTASY,MDMA,MDPV,APVP-FLAKKA,CRYSTAL METHS,COCAINE,HER | D: Email remijouly@gmail.com Text at (915) 213-4782 Acetaminophen Adderall Alprazolam Amitriptyline Amlodipine Amoxicillin Ativan Atorvastatin Azithromycin Cipr... | C: Pills || Hash"
2104,market_item.xlsx|Cartel|seller_raw:reditonsales||market_item.xlsx|darkfox market|seller_raw:firstparade,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:reditonsales,market_item.xlsx|darkfox market|seller_raw:firstparade,Cartel,darkfox market,reditonsales,firstparade,different_alias,false,profile_lexical_neighbor|shared_description_clone,8.887182,0.498123,0.449222,0,,0,,4,we will provide you with a valid MTCN number with status of availability (Ready for pickup) in which you are required to finalize and thereafter we will send full details for pi... || 000 (Double Transfer) WU Transfer for $1050 The following Receiver info will be needed to process all WU Transfers. First Name Last Name City Country Kindly contact us for clari... || We have been into WU transfers for the past 6 years all through with customers satisfactions . Our WU transfer packages are as follows,0,,0,,"T: FAST AND INSTANT WESTERN UNION TRANSFER WITH MTCN. (WU TRANSFER IS 100% REAL) || FAST AND INSTANT WESTERN UNION TRANSFER WITH MTCN. (WU TRANSFER IS 100% REAL) | D: Kindly read instructions and proceed with your order. Also endeavor to live a contact info after making your order so legit07 can contact you for updates on ... | C: Guides & Tutorials,Fraud","T: $3000 fast and instant western union and moneygram transfer with mtcn. (100% real). discount offer || HIGH BALANCE PHYSICAL CREDIT CARDS with ATM PIN FOR CASHOUT | D: kindly read instructions and proceed with your order. also endeavor to live a contact info after making your order so firstparade can contact you for updates... | C: Fraud,Cards & CVV || Fraud,Accounts & Drops"
2112,market_item.xlsx|Cartel|seller_raw:Muse||market_item.xlsx|dark0de|seller_raw:findyourmuse,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:Muse,market_item.xlsx|dark0de|seller_raw:findyourmuse,Cartel,dark0de,Muse,findyourmuse,different_alias,false,profile_lexical_neighbor|shared_description_clone,8.872894,0.503704,0.425335,0,,0,,1,using coconut fibre - No manure or chemicals used at all. We harvest the caps at an earlier stage than other growers,0,,0,,"T: Daily Microdoses - 50mg Golden Teacher - Canada Only - FREE SHIPPING || Daily Microdoses - 50mg Golden Teacher - Canada Only - FREE SHIPPING | D: code or design with a buzz you could never get from coffee. 4 Packs are about a year's worth if you dose 5 days a week. These capsules are precisely measured... | C: Drugs,Psychedelics,Shrooms","T: large microdoses - 20 x 350mg golden teacher || powdered mushrooms - 10g golden teacher | D: The perfect recreational microdose, trust us these are potent. Take a couple if you want to blast off. Comes in 4 packs of 20, also available in single packs... | C: Drugs, Psychedelics"
2116,market_item.xlsx|apollon market|seller_raw:Wardog_GmbH (98%)||market_item.xlsx|cypher market|seller_raw:WardoGmbH,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:Wardog_GmbH (98%),market_item.xlsx|cypher market|seller_raw:WardoGmbH,apollon market,cypher market,Wardog_GmbH (98%),WardoGmbH,different_alias,false,profile_lexical_neighbor|shared_title_clone,8.864114,0.283475,0.581632,0,,6,Xanax Bars 2mg Alpralozam x 100 || Xanax Bars 2mg Alpralozam x 50 || Diazepam / Valium 10mg x 100 || Xanax Bars 2mg Alpralozam x 250 || Diazepam / Valium 10mg x 50,0,,0,,0,,T: Probepackung Try Out 10 x 2mg Alpralozam + 10 x 10mg Diazepam / Valium + 10 x 3mg Alprazolam Bars || Cereal Carts Vape Pen 85-90%THC x1 | D: 10 x 2mg Alpralozam + 10 x 10mg Diazepam / Valium + 10 x 3mg Alprazolam | C: Benzodiazepines || Opiates,"T: Try out 10x Xanax 2mg + 10x Diazepam 10mg || Tip Jar/Trinkgeld/Custom Order | D: You can give us a tip for good work or pay a custom order with this option | C: Drugs,Benzodiazepines || Other Listings"
2120,market_item.xlsx|dark0de|seller_raw:jamesocean||market_item.xlsx|incognito|seller_raw:/vendor/jamesocean,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|dark0de|seller_raw:jamesocean,market_item.xlsx|incognito|seller_raw:/vendor/jamesocean,dark0de,incognito,jamesocean,/vendor/jamesocean,different_alias,false,profile_lexical_neighbor|shared_description_clone,8.860908,0.57833,0.195464,0,,0,,8,high quality lab tested drugs. - If you have any questions feel free to contact us. - A nice review after using the product is appreciated. - Please send us a message if you are... || high quality lab tested drugs. - If you have any questions feel free to contact us. - A nice review after using the product is appreciated. - Please send us a message if you are... || Xanax (alprazolam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that alprazolam works by enhancing the activity of certain neurotransmitters in the brain. Xanax ...,0,,0,,"T: 100x -xtc grey maseratis 300mg- strong free ww lis || 25x -xanax 2mg original pfizer alprazolam- eu-ww | D: high quality lab tested drugs. - If you have any questions feel free to contact us. - A nice review after using the product is appreciated. - Please send us ... | C: Drugs, Benzos || Drugs, Ecstasy",T: Dry Speed Powder Dutch Amphetamins PURE || PINK Dry Speed Powder Dutch Amphetamines | D: Xanax (alprazolam) is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that alprazolam works by enhancing the activity of certain neurotransmitters ... | C: unknown
2132,market_item.xlsx|darkfox market|seller_raw:xDrGreenThumbx||market_item.xlsx|versus market|seller_raw:xxDrGreenThumbxx,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|darkfox market|seller_raw:xDrGreenThumbx,market_item.xlsx|versus market|seller_raw:xxDrGreenThumbxx,darkfox market,versus market,xDrGreenThumbx,xxDrGreenThumbxx,different_alias,false,profile_lexical_neighbor|shared_description_clone,8.85182,0.483748,0.474666,0,,0,,4,"Cheese feminized is an Indica-dominant hybrid which originated by crossing Sativa/Indica and Ruderalis. This variant of the immensely popular Cheese strain will dazzle you with ... || Cheese feminized is an Indica-dominant hybrid which originated by crossing Sativa/Indica and Ruderalis. This variant of the immensely popular Cheese strain will dazzle you with ... || This is my daily driver, nice mellow high and I can still function for my day to day tasks. Grown with a small amount of PGR. All orders received before 2pm Australian Eastern S...",0,,0,,"T: ANZAC Brownie Slices - Standard Edition || ANZAC Brownie Slices - Standard Edition | D: 30 mins later they said ""my arms are tingling"" then laid down on the couch and snored for 16 hours. Ingredients: - Unbleached Plain Flour - Brown Sugar - Rol... | C: Drugs,Cannabis,Weed || Drugs,Cannabis,Edibles","T: 14 grams - Northern Lights - Hydro || 28 grams - Northern Lights - Hydro | D: This is my daily driver, nice mellow high and I can still function for my day to day tasks. Grown with a small amount of PGR. All orders received before 2pm ... | C: Cannabis,Buds & Flowers"
2136,market_item.xlsx|Cartel|seller_raw:Thuggakingshop||market_item.xlsx|dark0de|seller_raw:thuggaking54,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:Thuggakingshop,market_item.xlsx|dark0de|seller_raw:thuggaking54,Cartel,dark0de,Thuggakingshop,thuggaking54,different_alias,false,profile_lexical_neighbor|shared_title_clone|structural_support,8.841778,0.259716,0.641741,0,,4,Best Pure pharmaceutical synthetic DMT Crystal 1g || ***TOP SHELF***BLACK DIAMOND AA+ half oz POTENT || 25g Solid GHB Tablets new batch || High quailty crystal meth 3.5g,0,,0,,0,,"T: 3.5 Gram Colombian Cocaine 90's - Pure Uncut || 14g Ketamine S-Isomer 96% Pure | D: 14g Ketamine S-Isomer 96% Pure Let me introduce you to new high quality and strongest Indian S-isomer sugar Ketamine. This is high purity sugar ketamine , so... | C: Drugs,Dissociatives,GHB || Drugs,Dissociatives,Ketamine","T: ***top shelf***black diamond aa+ half oz potent clone || 2 g ketamine s-isomer 95% pure clone | D: Top Quality Black Tar Heroin Great quality black tar heroin. This heroin is top of the line barely leaves any trail when smoking. Stop wasting your money on ... | C: Drugs, Dissociatives || Drugs, Stimulants"
2140,market_item.xlsx|silk road 3.1|seller_raw:CreditMaster||market_item.xlsx|silk road 3.1|seller_raw:somebody15,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:CreditMaster,market_item.xlsx|silk road 3.1|seller_raw:somebody15,silk road 3.1,silk road 3.1,CreditMaster,somebody15,different_alias,true,profile_lexical_neighbor|shared_description_clone,8.840446,0.49093,0.447433,0,,0,,1,"WARNING I ONLY DO FE ORDERS FOR MY OWN SECURITY, THE CHANCES THAT YOUR CARD IS NOT WORKING IS ABOUT 1%, IF CARD IS DEAD WELL DISCUSS A REPLACEMENT",0,,0,,"T: PHYSICAL CLONED CC + PIN - EU,UK,US || PHYSICAL CLONED CC + PIN - EU,UK,US | D: ready to use at an ATM The cards are usually VISA and MasterCard so they work worldwide. (Only Mastercard & Visa in stock ATM so they always work worldwide) ... | C: Others",T: PHYSICAL CLONED CC + PIN || PHYSICAL CLONED CC + PIN | D: ATM Ready Visa or MasterCard this will be selected at random They work worldwide. Mastercard & Visa in stock ATM so they always work worldwide High balance a... | C: Drops
2144,market_item.xlsx|apollon market|seller_raw:mad_max (100%)||market_item.xlsx|dark0de|seller_raw:madmax01,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:mad_max (100%),market_item.xlsx|dark0de|seller_raw:madmax01,apollon market,dark0de,mad_max (100%),madmax01,different_alias,false,profile_lexical_neighbor|shared_description_clone,8.826072,0.477991,0.479063,0,,0,,3,IN ORDER FOR US TO PROVIDE GREAT SERVICE WITH OUTSTANDING VALUE WE ASK THAT ALL BUYERS FINALIZE SALE AS SOON AS PRODUCT ARRIVES || some people have taken to calling this strain Cush (with a ‘C’) or Green Cush instead. PLEASE TRY OUT OUR 1ST CLASS SERVICE AND CHECK OUT OUR SHOP FOR OTHER QUANTITIES AND TOPSH... || and anxiety disorders. Stardawg flowers in 67 days indoors with moderate yields. PLEASE TRY OUT OUR 1ST CLASS SERVICE AND CHECK OUT OUR SHOP FOR OTHER QUANTITIES AND TOPSHELF PR...,0,,0,,T: [£105 INTRO OFFER] 14G GIRL SCOUT COOKIES CALI HIGH GRADE AAAA+ UK NDD ESCROW || [£105 INTRO OFFER] 14G GIRL SCOUT COOKIES CALI HIGH GRADE AAAA+ UK NDD ESCROW | D: Poes and possibly other names. This stuff was really popular 2-3 years ago but has been hard to find lately. We are lucky since we found a decent stash of th... | C: Cannabis & Hashish || Stimulants,"T: sale 14g mephedrone 99.9 % pure 4mmc pre ban clone || sale 1g mephedrone 99.9 % pure 4mmc pre ban clone | D: GSC expresses its beauty in twisting green calyxes wrapped in purple leaves and fiery orange hairs. Patients and consumers looking to cultivate this cannabis... | C: Drugs, Cannabis || Drugs, Stimulants"
2152,market_item.xlsx|Cartel|seller_raw:LaFamily||market_item.xlsx|apollon market|seller_raw:ElFamily-Addams (100%),en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:LaFamily,market_item.xlsx|apollon market|seller_raw:ElFamily-Addams (100%),Cartel,apollon market,LaFamily,ElFamily-Addams (100%),different_alias,false,profile_lexical_neighbor|shared_description_clone,8.818714,0.536672,0.299341,0,,0,,1,once the tracking activated my work is finished. Package : We use gloves to prepare - Vacuum packaging - No handwriting on our package. Stealth : Vacuum FOODSAVER Mylar Warning ...,0,,0,,"T: 2Gr Hunter's Special Premium (THC +20%)(Import CA) || 2Gr Hunter's Special Premium (THC +20%)(Import CA) | D: merci de ne pas nous sanctionner pour leur travail car on vous refusera peut-être un prochain achat. """""""""""""""""""""" DESCRIPTION PRODUIT """""""""""""""""""""" Grade : Prem... | C: Drugs,Cannabis & Hashish,Hash",T: 2Gr Honey Cream Hash Premium (THC 22%)(Import/Very Rare) CLONE || 6Gr Mexican Sinaloa Premium (THC +20%)(Import) | D: ). Nous avons eu la chance de le tester avec un petit echantillon et nous pouvons vous dire qu'il est SUPER. Avec un taux de THC qui avoisine les 22% et une ... | C: Cannabis & Hashish
